,title,description,originallink,link,pubDate
0,7월 영화산업 매출액 1704억원 기록…코로나19 이전 수준 회복,연속 <b>코로나</b>19 사태 이전 수준을 확보했다. 17일 영화진흥위원회는 &apos;7월 한국 영화산업 결산&apos; 자료를 발표하며 &quot;7월 전체 매출액은 1704억 원으로 3개월 연속 전체 월별 매출액이 <b>코로나</b>19 사태 이전 수준을... ,https://www.dailian.co.kr/news/view/1143775/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002631263?sid=106,"Thu, 18 Aug 2022 10:29:00 +0900"
1,"세븐틴 디노, 美 투어 중 코로나19 확진 ""다른 멤버들 음성"" [전문]",그룹 세븐틴 멤버 디노가 신종 <b>코로나</b>바이러스 감염증(<b>코로나</b>19) 확진 판정을 받았다. 소속사 플레디스엔터테인먼트는 18일 공식 SNS를 통해 &quot;디노는 8월 16일(미국 서부시간) 로스앤젤레스에서 시행한 PCR 검사에서... ,https://www.xportsnews.com/article/1619038,https://n.news.naver.com/mnews/article/311/0001489851?sid=106,"Thu, 18 Aug 2022 10:28:00 +0900"
2,"18일 17만8574명 확진, 전주의 1.3배...원숭이두창 일주일에 20% 증가",18일 0시 기준 <b>코로나</b>19 확진 현황 신종 <b>코로나</b> 바이러스 감염증(<b>코로나</b>19) 재유행이 계속되는 가운데 18일 신규 확진자 수가 이틀째 10만명대 후반을 기록했다. 중앙방역대책본부는 18일 0시 기준으로... ,http://www.namdonews.com/news/articleView.html?idxno=692130,http://www.namdonews.com/news/articleView.html?idxno=692130,"Thu, 18 Aug 2022 10:28:00 +0900"
3,"싱가포르 난양이공대, 427억원짜리 로봇연구센터 개소","시에 교수는 확인된 세 가지 연구 분야는 싱가포르에 중요하며 이 분야는 <b>코로나</b>19 팬데믹(세계적 대유행)... 탄 박사는 개소식 연설에서 <b>코로나</b>19 팬데믹이 로봇 기술과 프로세스의 자동화에 대한 수요를 자극했고, 의료... ",http://www.irobotnews.com/news/articleView.html?idxno=29299,http://www.irobotnews.com/news/articleView.html?idxno=29299,"Thu, 18 Aug 2022 10:28:00 +0900"
4,"호남대학교 외식조리학과, 입학 멘토링&SNS 홍보단 간담회","<b>코로나</b>19 방역수칙을 준수한 가운데 진행된 이날 간담회에는 외식조리학과 창업보육·교육센터장 김성수 교수, 취업 BUM 이상진 교수가 참석해 향후 학과 홍보활동 계획을 논의하는 한편 학과 학생회 간부들과 입학... ",http://www.cooknchefnews.com/news/view/1065576388546611,http://www.cooknchefnews.com/news/view/1065576388546611,"Thu, 18 Aug 2022 10:28:00 +0900"
5,메시 “벤제마 멋졌다…레반도프스키도 최고였다”,발롱도르를 주관하는 ‘프랑스 풋볼’은 <b>코로나</b>19를 이유로 2020년 발롱도르를 선정하지 않았다. 레반도프스키가 지난해 발롱도르를 놓친 것을 더 아쉬워한 이유다. 메시는 “누구든 자기 생각을 말할 수 있다.... ,http://mksports.co.kr/view/2022/730078/,https://sports.news.naver.com/news.nhn?oid=410&aid=0000888589,"Thu, 18 Aug 2022 10:28:00 +0900"
6,"직주근접 단지, 인기 '고공행진'… 수도권 넘어 지방까지 확산","여기에 최근 <b>코로나</b>19 바이러스로 많은 사람들이 이용하는 대중교통에 대한 불안감이 커진 점도 직주근접 단지의 인기 요소가 됐다. 이러한 가운데, 지방 직주근접 단지들이 분양을 앞두고 있어 이목이 집중되고 있다.... ",http://www.ikld.kr/news/articleView.html?idxno=259345,http://www.ikld.kr/news/articleView.html?idxno=259345,"Thu, 18 Aug 2022 10:28:00 +0900"
7,올해 6월까지 걷힌 국세수입 '218조'…나라 살림살이 적자는 '102조',"예산 지출은 선별진료소 운영지원 등 <b>코로나</b> 위기 대응 사업, 지방교부세(금) 등으로 전년동기 대비 19조5000억원 증가했다. 진도율은 57.3%다. 기금 지출은 소상공인 손실보전금 지급을 위한 조치 등으로... ",http://www.newstomato.com/ReadNews.aspx?no=1141725&inflow=N,http://www.newstomato.com/ReadNews.aspx?no=1141725&inflow=N,"Thu, 18 Aug 2022 10:28:00 +0900"
8,"세종교육청, 2023학년도 수능 응시원서 접수","않음), <b>코로나</b>19 관련 자가격리자 및 확진자 등은 예외적으로 대리 접수할 수 있다. 아울러, 세종시 거주하는... 올해도 마스크 착용, 손소독제 사용, 1m 이상 거리두기 등의 <b>코로나</b>19 예방을 위한 방역관리 지침을 준수하며... ",http://www.ccnnews.co.kr/news/articleView.html?idxno=266275,http://www.ccnnews.co.kr/news/articleView.html?idxno=266275,"Thu, 18 Aug 2022 10:28:00 +0900"
9,"홍성군, '2022 을지연습 통합방위협의회 회의' 개최","그동안 <b>코로나</b>19 상황 대응에 정부의 역량을 집중하면서 을지연습이 축소 시행되어왔으나, 올해는 국가위기관리 및 총력전 대응 역량을 총체적으로 점검하는 데 목표를 두고 시행된다. 2022 을지연습 통합방위협의회... ",http://www.ccnnews.co.kr/news/articleView.html?idxno=266277,http://www.ccnnews.co.kr/news/articleView.html?idxno=266277,"Thu, 18 Aug 2022 10:28:00 +0900"
10,"KB국민카드, 해외 저소득층 아동 위한 고객참여 봉사활동","이번 캠페인은 &apos;<b>코로나</b>19&apos; 상황을 고려한 비대면 사회공헌 활동으로 KB금융그룹 캐릭터인 스타프렌즈가 도안된 티셔츠에 고객이 직접 채색해 완성하는 &apos;사랑T&apos; 만들기와 가정 내 재사용이 가능한 의류, 학용품 등 물품을... ",http://www.newscape.co.kr/news/articleView.html?idxno=87825,http://www.newscape.co.kr/news/articleView.html?idxno=87825,"Thu, 18 Aug 2022 10:28:00 +0900"
11,韓관광공사 10만 한류 커뮤니티에 기업 연계 온라인몰 운영,<b>코로나</b>19(COVID-19)로 한국 관광이 어려운 상황에서 한류에 대한 관심을 유지하는 데 기여했단 평가다. 이번에 새롭게 운영하는 모이자마켓은 K-프렌즈 회원들이 한국 관련 상품과 서비스를 직접 체험할 수 있게 돕는... ,http://news.mt.co.kr/mtview.php?no=2022081809370411122,https://n.news.naver.com/mnews/article/008/0004784376?sid=103,"Thu, 18 Aug 2022 10:28:00 +0900"
12,"TBC)코로나19 신규 확진 대구 9,933명 경북 10,125명","오늘 대구와 경북의 <b>코로나</b>19 신규 확진자는 2만여 명입니다. 대구는 9,933명이 신규 확진 판정을 받아 어제보다 천여 명이 늘었고, 경북은 23개 시군에서 확진자가 10,125명 나와 어제보다 2천여 명 증가했습니다.... ",http://www.tbc.co.kr/tbc_news/n14_newsview.html?p_no=20220818090822AE09491,http://www.tbc.co.kr/tbc_news/n14_newsview.html?p_no=20220818090822AE09491,"Thu, 18 Aug 2022 10:28:00 +0900"
13,"홍성군, 청년월세 한시 특별지원 사업 추진",홍성군청사 이 사업은 <b>코로나</b>19 장기화로 인한 경제상황 악화로 인해 경제적 어려움을 겪고 있는 저소득 청년층의 주거비 부담 경감을 위해 한시적으로 추진하는 사업이다. 지원대상은 만 19세~34세 이하(2022년... ,http://www.ccnnews.co.kr/news/articleView.html?idxno=266276,http://www.ccnnews.co.kr/news/articleView.html?idxno=266276,"Thu, 18 Aug 2022 10:28:00 +0900"
14,[그래픽뉴스] 전국 코로나19 확진자 현황,"18일 0시 기준 국내 <b>코로나</b>19 신규 확진자가 17만8574명 늘어 누적 2186만 1296명으로 집계됐다. 홍상수기자 kym@jeonmae.co.kr 전국매일신문,전국은지금,전국뉴스,전국,그래픽뉴스,전국,<b>코로나</b>19,확진자,현황,전국매일신문... ",https://www.jeonmae.co.kr/news/articleView.html?idxno=909467,https://www.jeonmae.co.kr/news/articleView.html?idxno=909467,"Thu, 18 Aug 2022 10:28:00 +0900"
15,"코빗, 울트라 코리아 2022 NFT 판매",오세진 코빗 대표는 “<b>코로나</b>19 여파로 3년 만에 열리는 축제인 만큼 NFT로 평생 소장해 축제를 더 의미 있게 기억할 수 있다”며 “앞으로도 다양한 행사와 연계해 코빗의 NFT를 많은 분들에게 소개하고 싶다”고... ,https://hankookilbo.com/News/Read/A2022081810220000135?did=NA,https://n.news.naver.com/mnews/article/469/0000692192?sid=101,"Thu, 18 Aug 2022 10:27:00 +0900"
16,'체육대회 때문에 추경 편성?' 금정구 구민 체육대회 논란,"<b>코로나</b>19로 지친 주민을 위로하고, 구민 건강을 증진하기 위해서 행사를 추진한다고 금정구는 설명했다.... 특히 <b>코로나</b>19가 확산과 소강을 거듭하며 여전히 주민 안전을 위협하는 상황에, 대규모 행사를 개최하는 것이... ",https://www.nocutnews.co.kr/news/5803622,https://n.news.naver.com/mnews/article/079/0003675907?sid=102,"Thu, 18 Aug 2022 10:27:00 +0900"
17,"경기도, K-뷰티 최대시장 동남아시아 공략 나선다",이와 함께 도는 <b>코로나</b>19 변수를 감안해 현지 입국이 어려운 참가기업을 위해서는 현지에서 부스를 대신... 김규식 도 미래성장정책관은 “지난해에도 <b>코로나</b>19로 인해 판로개척에 많은 어려움이 있는 상황에서도... ,https://news.kmib.co.kr/article/view.asp?arcid=0017384085&code=61121111&cp=nv,https://n.news.naver.com/mnews/article/005/0001547216?sid=102,"Thu, 18 Aug 2022 10:27:00 +0900"
18,"젊은 층에 술 권하는 日…""코로나로 세수 줄어""",이는 <b>코로나</b>19 이후 젊은 층이 술 소비를 줄이면서 관련 세수가 줄어든 탓이다. 일본 국세청에 따르면... 일본 국세청의 한 관계자는 &quot;<b>코로나</b>19 재택근무를 거치면서 많은 사람들이 동료들과 깊이 있는 소통을 하기... ,https://www.sedaily.com/NewsView/269UH1MQK9,https://n.news.naver.com/mnews/article/011/0004088825?sid=104,"Thu, 18 Aug 2022 10:27:00 +0900"
